drug_name,num_prescriber,total_cost
F,PENICILLIN V POTASSIUM,1,122.5
F,POTASSIUM CHLORIDE,1,2986.32
F,PRAVASTATIN SODIUM,1,5218.4
F,PREDNISONE,1,136.66
F,PROAIR HFA,1,1795.84
F,PROPRANOLOL HCL,1,396.52
F,QUETIAPINE FUMARATE,1,760.66
F,SERTRALINE HCL,1,343.98
F,SIMVASTATIN,1,2735.22
F,SPIRONOLACTONE,1,188.2
F,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,101.18
F,SUMATRIPTAN SUCCINATE,1,140.03
F,SYNTHROID,1,1973.48
F,TAMSULOSIN HCL,1,974.6
F,TRAMADOL HCL,1,344.05
F,TRAZODONE HCL,1,90.32
F,TRIAMTERENE-HYDROCHLOROTHIAZID,1,425.34
F,VENLAFAXINE HCL ER,1,1317.41
F,VENTOLIN HFA,1,895.48
F,VERAPAMIL SR,1,517.95
F,VICODIN,1,1631.02
F,VICODIN ES,1,1780.35
PROCARDIA,3,9243.09
FOSCAVIR,1,59130.22
PRENATA,1,169.24
LUVOX CR,1,4352.46
ROBERT,AMIODARONE HCL,2,835.21
ROBERT,DILTIAZEM ER,1,241.02
ROBERT,MULTAQ,1,15626.39
ROBERT,NITROGLYCERIN PATCH,2,787.5899999999999
ROBERT,NITROSTAT,3,1448.31
ROBERT,PRADAXA,2,49079.68
ROBERT,RANEXA,2,64846.369999999995
JAHANYAR,HYDROCODONE-ACETAMINOPHEN,1,275.55
PHENOXYBENZAMINE HCL,1,40346.73
OMNIPOD,1,5512.0
CYTRA-K,2,3754.04
RECLAST,1,22585.11
MAGNESIUM SULFATE-D5W,3,5637.26
MARCAINE,4,498.74
FRANK,ESTRACE,1,9179.65
FRANK,PREMARIN,1,6416.63
FRANK,RALOXIFENE HCL,1,3095.44
FRANK,VAGIFEM,1,2171.38
WALTER,AMOXICILLIN,1,243.85
WALTER,CHLORHEXIDINE GLUCONATE,1,51.49
WALTER,CLINDAMYCIN HCL,1,57.17
WALTER,HYDROCODONE-ACETAMINOPHEN,1,152.11
JOSE,LACTULOSE,1,232.47
JOSE,RANITIDINE HCL,1,129.96
TIMOTHY,HYDROCODONE-ACETAMINOPHEN,1,645.23
BERNARD,AMLODIPINE BESYLATE,1,261.48
BERNARD,AMOXICILLIN,1,116.79
BERNARD,AMOXICILLIN-CLAVULANATE POTASS,1,116.59
BERNARD,ATENOLOL,1,140.75
BERNARD,ATENOLOL-CHLORTHALIDONE,1,483.42
BERNARD,ATORVASTATIN CALCIUM,1,1586.31
BERNARD,CIPROFLOXACIN HCL,1,94.89
BERNARD,FLUTICASONE PROPIONATE,1,116.83
BERNARD,FUROSEMIDE,1,76.95
BERNARD,GLIPIZIDE,1,64.09
BERNARD,HUMULIN 70-30,1,3844.28
BERNARD,LANTUS,1,3006.0
BERNARD,LEVOFLOXACIN,1,30.1
BERNARD,LEVOTHYROXINE SODIUM,1,1233.55
BERNARD,LISINOPRIL,1,340.75
BERNARD,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,480.98
BERNARD,LOSARTAN POTASSIUM,1,79.23
BERNARD,METFORMIN HCL,1,251.49
BERNARD,METOPROLOL SUCCINATE,1,380.99
BERNARD,METOPROLOL TARTRATE,1,249.33
BERNARD,NAPROXEN,1,42.6
BERNARD,NYSTOP,1,154.86
BERNARD,OMEPRAZOLE,1,349.44
BERNARD,POTASSIUM CHLORIDE,1,672.55
BERNARD,QUINAPRIL HCL,1,660.24
BERNARD,SERTRALINE HCL,1,134.9
BERNARD,SIMVASTATIN,1,374.36
BERNARD,TAMSULOSIN HCL,1,340.03
BETADINE,3,847.72
TETRACAINE HCL,3,646.93
RONALD,ERYTHROMYCIN,1,148.87
RONALD,NEOMYCIN-POLYMYXIN-DEXAMETH,1,259.7
STIMATE,1,7829.94
LOVELL,ALBUTEROL SULFATE,1,491.85
LOVELL,ALLOPURINOL,1,199.15
LOVELL,ALPRAZOLAM,1,66.12
LOVELL,AMLODIPINE BESYLATE,1,211.51
LOVELL,AMOXICILLIN,1,61.49
LOVELL,ATORVASTATIN CALCIUM,1,179.0
LOVELL,AZITHROMYCIN,1,121.89
LOVELL,CEFTRIAXONE,1,295.87
LOVELL,CIPROFLOXACIN HCL,1,225.09
LOVELL,CITALOPRAM HBR,1,44.86
LOVELL,CLONAZEPAM,1,54.2
LOVELL,CLONIDINE HCL,1,74.45
LOVELL,CLOPIDOGREL,1,273.99
LOVELL,DEXILANT,1,3357.16
LOVELL,DIGITEK,1,416.72
LOVELL,DIGOX,1,740.8
LOVELL,DILTIAZEM 24HR CD,1,412.72
LOVELL,DIVALPROEX SODIUM ER,1,1626.92
LOVELL,DONEPEZIL HCL,1,129.76
LOVELL,EFFEXOR XR,1,3170.95
LOVELL,ESCITALOPRAM OXALATE,1,714.48
LOVELL,EXELON,1,5826.58
LOVELL,FAMOTIDINE,1,449.38
LOVELL,FLUCONAZOLE,1,158.11
LOVELL,FLUTICASONE PROPIONATE,1,298.59
LOVELL,FUROSEMIDE,1,381.46
LOVELL,GABAPENTIN,1,486.23
LOVELL,LEVEMIR FLEXTOUCH,1,5401.9
LOVELL,LEVOFLOXACIN,1,138.29
LOVELL,LEVOTHYROXINE SODIUM,1,1007.34
LOVELL,LISINOPRIL,1,137.69
LOVELL,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,32.22
LOVELL,LORAZEPAM,1,81.13
LOVELL,LOSARTAN POTASSIUM,1,210.23
LOVELL,METFORMIN HCL,1,352.58
LOVELL,METOPROLOL TARTRATE,1,109.3
LOVELL,MONTELUKAST SODIUM,1,1070.12
LOVELL,NAPROXEN,1,67.81
LOVELL,NOVOFINE AUTOCOVER,1,810.07
LOVELL,PANTOPRAZOLE SODIUM,1,241.52
LOVELL,POTASSIUM CHLORIDE,1,1522.13
LOVELL,PRAMIPEXOLE DIHYDROCHLORIDE,1,90.14
LOVELL,PRAVASTATIN SODIUM,1,1224.04
LOVELL,PREDNISONE,1,76.18
LOVELL,PROBENECID-COLCHICINE,1,531.82
LOVELL,SPIRONOLACTONE,1,167.74
LOVELL,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,61.03
LOVELL,TELMISARTAN,1,230.65
LOVELL,TOLTERODINE TARTRATE ER,1,1674.0
LOVELL,TORSEMIDE,1,123.87
LOVELL,VALPROIC ACID,1,682.12
LOVELL,VENLAFAXINE HCL ER,1,148.15
LOVELL,VESICARE,1,3339.03
LOVELL,WARFARIN SODIUM,1,311.37
LOVELL,XARELTO,1,2675.4
,ADACEL TDAP,1,847.39
AGRYLIN,7,64727.939999999995
NATELLE ONE,1,1580.83
MESNEX,1,2104.07
WESLEY,ABILIFY,1,6712.51
WESLEY,ALBUTEROL SULFATE,1,582.82
WESLEY,ALLOPURINOL,1,128.68
WESLEY,ALPRAZOLAM,1,108.73
WESLEY,AMLODIPINE BESYLATE,1,1026.5
WESLEY,ARIPIPRAZOLE,1,11435.18
WESLEY,ATORVASTATIN CALCIUM,1,3457.67
WESLEY,BENAZEPRIL HCL,1,73.84
WESLEY,BENZTROPINE MESYLATE,1,55.3
WESLEY,BUSPIRONE HCL,1,198.48
WESLEY,CARBIDOPA-LEVODOPA,1,399.03
WESLEY,CARBIDOPA-LEVODOPA ER,1,329.42
WESLEY,CARVEDILOL,1,833.78
WESLEY,CEFUROXIME,1,658.57
WESLEY,CIPROFLOXACIN HCL,1,134.16
WESLEY,CITALOPRAM HBR,1,707.49
WESLEY,CLONAZEPAM,1,164.58
WESLEY,CLONIDINE,1,3013.1
WESLEY,CLONIDINE HCL,1,169.92
WESLEY,CLOPIDOGREL,1,362.71
WESLEY,DIGOX,1,1530.38
WESLEY,DILTIAZEM HCL,1,267.09
WESLEY,DIVALPROEX SODIUM,1,1639.67
WESLEY,DONEPEZIL HCL,1,1714.58
WESLEY,DULOXETINE HCL,1,2694.91
WESLEY,ESCITALOPRAM OXALATE,1,1810.25
WESLEY,EXELON,1,16869.47
WESLEY,FAMOTIDINE,1,115.82
WESLEY,FELODIPINE ER,1,297.54
WESLEY,FENOFIBRATE,2,1598.77
WESLEY,FLUOXETINE HCL,1,208.43
WESLEY,FLUTICASONE PROPIONATE,1,298.36
WESLEY,FUROSEMIDE,1,1245.87
WESLEY,GABAPENTIN,1,1260.06
WESLEY,GLIPIZIDE,1,257.9
WESLEY,GLIPIZIDE ER,1,159.2
WESLEY,HYDROCHLOROTHIAZIDE,1,611.27
WESLEY,HYDROCODONE-ACETAMINOPHEN,1,873.73
WESLEY,IPRATROPIUM BROMIDE,1,244.75
WESLEY,IPRATROPIUM-ALBUTEROL,1,272.88
WESLEY,ISOSORBIDE MONONITRATE ER,1,457.79
WESLEY,KLOR-CON M10,1,685.17
WESLEY,KLOR-CON M20,1,1622.31
WESLEY,LACTULOSE,1,688.62
WESLEY,LAMOTRIGINE,1,336.21
WESLEY,LANTUS,1,14859.66
WESLEY,LEVETIRACETAM,1,472.49
WESLEY,LEVOFLOXACIN,1,494.56
WESLEY,LEVOTHYROXINE SODIUM,1,2638.12
WESLEY,LISINOPRIL,1,1484.88
WESLEY,LITHIUM CARBONATE,1,123.58
WESLEY,LORAZEPAM,1,373.01
WESLEY,LOSARTAN POTASSIUM,1,477.09
WESLEY,MEMANTINE HCL,1,1839.43
WESLEY,METFORMIN HCL,1,988.45
WESLEY,METOPROLOL TARTRATE,1,1015.01
WESLEY,MIRTAZAPINE,1,1472.13
WESLEY,MONTELUKAST SODIUM,1,889.17
WESLEY,NAMENDA,1,10284.73
WESLEY,NAMENDA XR,1,10512.59
WESLEY,NITROFURANTOIN MONO-MACRO,1,377.54
WESLEY,NITROGLYCERIN PATCH,1,893.95
WESLEY,NOVOLIN 70-30,1,2945.92
WESLEY,NOVOLIN R,1,6314.54
WESLEY,NOVOLOG,1,4418.85
WESLEY,OLANZAPINE,1,1406.18
WESLEY,OMEGA-3 ACID ETHYL ESTERS,1,2484.55
WESLEY,OMEPRAZOLE,1,1131.25
WESLEY,ONDANSETRON HCL,1,1341.21
WESLEY,OXCARBAZEPINE,1,775.39
WESLEY,OXYBUTYNIN CHLORIDE ER,1,1474.16
WESLEY,OXYCODONE-ACETAMINOPHEN,1,871.06
WESLEY,PHENYTOIN SODIUM EXTENDED,1,632.49
WESLEY,PRADAXA,1,3439.12
WESLEY,PRAVASTATIN SODIUM,1,497.01
WESLEY,PRIMIDONE,1,239.7
WESLEY,PROPRANOLOL HCL,1,230.9
WESLEY,QUETIAPINE FUMARATE,1,1749.92
WESLEY,RANITIDINE HCL,1,86.89
WESLEY,RESTASIS,1,3266.72
WESLEY,RISPERIDONE,1,1603.96
WESLEY,SERTRALINE HCL,1,1010.81
WESLEY,SILVER SULFADIAZINE,1,146.28
WESLEY,SIMVASTATIN,1,509.47
WESLEY,TAMSULOSIN HCL,1,1269.49
WESLEY,TRAMADOL HCL,1,1111.97
WESLEY,TRAZODONE HCL,1,675.58
WESLEY,VENLAFAXINE HCL,1,329.52
WESLEY,WARFARIN SODIUM,1,160.97
SODIUM FLUORIDE,2,246.28
THOMAS,BETAMETHASONE DIPROPIONATE,1,1553.55
THOMAS,FLUOROURACIL,1,5792.66
THOMAS,METRONIDAZOLE,1,874.76
BARRY,HYDROCODONE-ACETAMINOPHEN,1,2928.42
BARRY,MELOXICAM,1,142.66
BARRY,OXYCODONE-ACETAMINOPHEN,1,5482.45
",ACEBUTOLOL HCL,1,469.29
",ACETAMINOPHEN-CODEINE,1,968.5
",ADVAIR DISKUS,1,9720.73
",ALENDRONATE SODIUM,1,165.45
",ALLOPURINOL,1,570.3
",AMLODIPINE BESYLATE,1,289.92
",AMOXICILLIN-CLAVULANATE POTASS,1,637.97
",AZELASTINE HCL,1,2078.85
",AZITHROMYCIN,1,134.54
",BENICAR,1,3513.79
",BISOPROLOL-HYDROCHLOROTHIAZIDE,1,157.68
",BUPROPION XL,1,1387.97
",CEFDINIR,1,380.21
",CLONAZEPAM,1,381.18
",CLOPIDOGREL,1,311.21
",CRESTOR,1,25753.22
",DILTIAZEM 24HR CD,1,808.07
",DOXAZOSIN MESYLATE,1,1337.17
",ENALAPRIL MALEATE,1,190.12
",ESCITALOPRAM OXALATE,1,361.56
",FLUCONAZOLE,1,105.42
",FLUOXETINE HCL,1,148.56
",FLUTICASONE PROPIONATE,1,203.98
",FUROSEMIDE,1,293.93
",GABAPENTIN,1,1474.02
",HYDROCHLOROTHIAZIDE,1,147.41
",IRBESARTAN,1,447.66
",IRBESARTAN-HYDROCHLOROTHIAZIDE,1,1925.25
",KLOR-CON M20,1,456.0
",LAMOTRIGINE,1,66.92
",LEVOFLOXACIN,1,353.55
",LISINOPRIL-HYDROCHLOROTHIAZIDE,1,267.74
",LOSARTAN-HYDROCHLOROTHIAZIDE,1,422.16
",METOPROLOL SUCCINATE,1,3330.25
",METOPROLOL TARTRATE,1,185.51
",MIRTAZAPINE,1,307.91
",MONTELUKAST SODIUM,1,847.47
",NABUMETONE,1,526.04
",NADOLOL,1,4852.97
",OMEGA-3 ACID ETHYL ESTERS,1,10626.08
",OXYBUTYNIN CHLORIDE ER,1,1076.97
",PIOGLITAZONE HCL,1,744.51
",PIOGLITAZONE-METFORMIN,1,11427.95
",POTASSIUM CHLORIDE,1,649.25
",PRAMIPEXOLE DIHYDROCHLORIDE,1,519.12
",PRAVASTATIN SODIUM,1,1193.56
",PREDNISONE,1,85.22
",PROAIR HFA,1,2127.78
",QUINAPRIL HCL,1,145.42
",RAMIPRIL,1,216.03
",ROPINIROLE HCL,1,485.3
",SERTRALINE HCL,1,345.27
",SULFAMETHOXAZOLE-TRIMETHOPRIM,1,134.73
",SYMBICORT,1,7893.32
",TAMSULOSIN HCL,1,1601.42
",TELMISARTAN,1,2843.03
",TORSEMIDE,1,787.12
",TRAMADOL HCL,1,668.23
",VENLAFAXINE HCL ER,1,883.77
",VESICARE,1,4611.83
",WARFARIN SODIUM,1,473.39
",ZETIA,1,6486.3
",ZOLPIDEM TARTRATE,1,314.36
",ZOLPIDEM TARTRATE ER,1,2305.24
WILLIAM,ACETAMINOPHEN-CODEINE,1,1339.34
WILLIAM,ADVAIR DISKUS,2,18273.2
WILLIAM,ALENDRONATE SODIUM,2,1016.47
WILLIAM,ALLOPURINOL,3,3299.62
WILLIAM,ALPRAZOLAM,2,1891.21
WILLIAM,AMIODARONE HCL,2,443.95
WILLIAM,ATENOLOL,2,1084.1799999999998
WILLIAM,AZITHROMYCIN,2,864.4000000000001
WILLIAM,BACLOFEN,1,234.34
WILLIAM,BENAZEPRIL HCL,2,762.4100000000001
WILLIAM,BUTALBITAL-ACETAMINOPHEN-CAFFE,1,1468.38
WILLIAM,BYSTOLIC,2,6868.41
WILLIAM,CARTIA XT,2,970.66
WILLIAM,CARVEDILOL,2,836.8900000000001
WILLIAM,CHLORTHALIDONE,1,2349.8
WILLIAM,CIMETIDINE,1,366.29
WILLIAM,CITALOPRAM HBR,2,946.32
WILLIAM,CLOBETASOL PROPIONATE,1,2071.84
WILLIAM,CLOPIDOGREL,2,1829.6000000000001
WILLIAM,DIAZEPAM,2,321.82
WILLIAM,DIGOX,1,811.72
WILLIAM,DONEPEZIL HCL,2,1475.1
WILLIAM,DOXAZOSIN MESYLATE,2,1489.02
WILLIAM,DULOXETINE HCL,2,13516.15
WILLIAM,EDECRIN,1,110844.3
WILLIAM,ENALAPRIL MALEATE,1,691.0
WILLIAM,FAMOTIDINE,1,284.25
WILLIAM,FENOFIBRATE,3,7270.83
WILLIAM,FLUCONAZOLE,2,571.49
WILLIAM,GLIPIZIDE,2,546.35
WILLIAM,GLIPIZIDE XL,1,325.1
WILLIAM,HALOPERIDOL,1,155.75
WILLIAM,HUMULIN N,1,3063.81
WILLIAM,HYDROCHLOROTHIAZIDE,2,2574.44
WILLIAM,HYDROCORTISONE,1,107.74
WILLIAM,HYDROXYZINE HCL,1,127.95
WILLIAM,IBUPROFEN,3,458.36
WILLIAM,KETOCONAZOLE,1,1086.33
WILLIAM,LANOXIN,1,1598.85
WILLIAM,LEVETIRACETAM,1,940.06
WILLIAM,LOSARTAN POTASSIUM,2,2811.94
WILLIAM,LOSARTAN-HYDROCHLOROTHIAZIDE,2,1479.87
WILLIAM,LOVASTATIN,1,221.0
WILLIAM,MECLIZINE HCL,2,977.67
WILLIAM,METFORMIN HCL,2,2925.26
WILLIAM,METHOCARBAMOL,1,211.96
WILLIAM,METOPROLOL SUCCINATE,2,7508.27
WILLIAM,MONTELUKAST SODIUM,4,1907.43
WILLIAM,NAMENDA,1,4625.87
WILLIAM,NAPROXEN,2,559.8499999999999
WILLIAM,NIACIN ER,2,13516.07
WILLIAM,NIFEDIPINE ER,1,1166.41
WILLIAM,OXYBUTYNIN CHLORIDE,1,347.82
WILLIAM,PATANOL,1,3113.02
WILLIAM,PERPHENAZINE-AMITRIPTYLINE,1,419.23
WILLIAM,PHENYTOIN SODIUM EXTENDED,1,514.59
WILLIAM,POTASSIUM CHLORIDE,2,7895.129999999999
WILLIAM,PRADAXA,1,4078.95
WILLIAM,PRAVASTATIN SODIUM,2,4031.9
WILLIAM,PROAIR HFA,2,4310.31
WILLIAM,SIMVASTATIN,2,3214.95
WILLIAM,SINGLE USE SWAB,1,35.98
WILLIAM,SPIRIVA,2,33491.11
WILLIAM,SPIRONOLACTONE,2,657.4499999999999
WILLIAM,TEGRETOL XR,1,732.16
WILLIAM,TEMAZEPAM,2,1037.85
WILLIAM,TRAZODONE HCL,2,453.83000000000004
WILLIAM,TRIAMTERENE-HYDROCHLOROTHIAZID,2,829.1099999999999
WILLIAM,VALACYCLOVIR,2,987.73
WILLIAM,VALSARTAN,2,3613.9100000000003
WILLIAM,VALSARTAN-HYDROCHLOROTHIAZIDE,2,5575.82
WILLIAM,VERAPAMIL HCL,2,200.23
WILLIAM,WARFARIN SODIUM,2,2623.29
WILLIAM,ZONISAMIDE,1,513.83
KENT,LEVOTHYROXINE SODIUM,1,1067.83
KENT,VENLAFAXINE HCL ER,1,499.63
DARIN,AMLODIPINE BESYLATE,1,68.25
DARIN,ATENOLOL,1,81.67
DARIN,ATORVASTATIN CALCIUM,1,457.22
DARIN,AZITHROMYCIN,1,61.08
DARIN,CARVEDILOL,1,168.49
DARIN,CEPHALEXIN,1,56.42
DARIN,DONEPEZIL HCL,1,163.42
DARIN,ESCITALOPRAM OXALATE,1,187.87
DARIN,FINASTERIDE,1,167.72
DARIN,FLUTICASONE PROPIONATE,1,130.8
DARIN,FUROSEMIDE,1,119.97
DARIN,GABAPENTIN,1,1929.55
DARIN,HYDROCHLOROTHIAZIDE,1,51.39
DARIN,LANTUS SOLOSTAR,1,7571.51
DARIN,LEVOTHYROXINE SODIUM,1,181.95
DARIN,LISINOPRIL,1,71.81
DARIN,LOSARTAN POTASSIUM,1,116.97
DARIN,MELOXICAM,1,101.0
DARIN,METFORMIN HCL,1,190.87
DARIN,METHYLPREDNISOLONE,1,247.46
DARIN,METOPROLOL TARTRATE,1,132.26
DARIN,MONTELUKAST SODIUM,1,91.99
DARIN,OMEPRAZOLE,1,352.69
DARIN,OXYCODONE-ACETAMINOPHEN,1,1082.36
DARIN,PANTOPRAZOLE SODIUM,1,303.69
DARIN,PROAIR HFA,1,1122.34
DARIN,PROMETHAZINE HCL,1,113.45
DARIN,SIMVASTATIN,1,238.81
DARIN,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,45.67
DARIN,SYMBICORT,1,3342.66
DARIN,TAMSULOSIN HCL,1,252.86
DARIN,TRAZODONE HCL,1,60.02
DARIN,TRIAMTERENE-HYDROCHLOROTHIAZID,1,154.63
SIDNEY,AMOXICILLIN,1,145.9
TIMOTHY,AMOXICILLIN,1,70.5
TIMOTHY,DIAZEPAM,1,29.85
BOGAN,AMOXICILLIN,1,195.33
BOGAN,AMOXICILLIN-CLAVULANATE POTASS,1,219.07
BOGAN,AZITHROMYCIN,1,508.04
BOGAN,BACLOFEN,1,217.77
BOGAN,CEPHALEXIN,1,188.85
BOGAN,CIPROFLOXACIN HCL,1,74.38
BOGAN,CLINDAMYCIN HCL,1,134.36
BOGAN,DICYCLOMINE HCL,1,49.5
BOGAN,DOXYCYCLINE HYCLATE,1,1648.88
BOGAN,FLUCONAZOLE,1,205.43
BOGAN,FLUTICASONE PROPIONATE,1,671.49
BOGAN,LEVOFLOXACIN,1,295.76
BOGAN,MELOXICAM,1,37.36
BOGAN,METHYLPREDNISOLONE,1,451.25
BOGAN,NAPROXEN,1,216.33
BOGAN,NITROFURANTOIN MONO-MACRO,1,809.65
BOGAN,ONDANSETRON HCL,1,133.08
BOGAN,PHENAZOPYRIDINE HCL,1,205.21
BOGAN,PROAIR HFA,1,1227.45
BOGAN,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,181.66
JAMES,AZOPT,1,3362.4
JAMES,COMBIGAN,2,9230.63
JAMES,DORZOLAMIDE-TIMOLOL,1,2007.77
JAMES,GATIFLOXACIN,1,1007.26
JAMES,LATANOPROST,2,2864.79
JAMES,LUMIGAN,1,6986.49
JAMES,PREDNISOLONE ACETATE,2,1863.69
JAMES,RESTASIS,1,8316.65
JAMES,TIMOLOL MALEATE,1,708.68
JAMES,TRAVATAN Z,1,5864.15
",AMOXICILLIN,2,247.42000000000002
",CLINDAMYCIN HCL,1,79.4
SKLICE,2,16188.89
TOLCAPONE,3,393443.54
CEFIXIME,1,2554.36
ALBERT,HYDROCODONE-ACETAMINOPHEN,1,214.03
BD INSULIN SYRINGE ULT-FINE II,1,302.87
DANIEL,AMOXICILLIN,1,276.22
DANIEL,CEPHALEXIN,1,39.85
DANIEL,CLINDAMYCIN HCL,1,73.89
JOSEPH,ABILIFY,1,14211.92
JOSEPH,ADDERALL XR,1,4780.76
JOSEPH,AMANTADINE,1,1380.23
JOSEPH,ANORO ELLIPTA,1,3267.76
JOSEPH,APRISO,1,5299.28
JOSEPH,AZITHROMYCIN,1,146.25
JOSEPH,BACLOFEN,1,225.73
JOSEPH,BD ULTRA-FINE PEN NEEDLE,1,563.63
JOSEPH,BENAZEPRIL HCL,1,146.93
JOSEPH,BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,611.26
JOSEPH,BENZTROPINE MESYLATE,1,233.44
JOSEPH,BUTALBITAL COMPOUND-CODEINE,1,613.77
JOSEPH,CARBIDOPA-LEVODOPA,1,443.68
JOSEPH,CILOSTAZOL,2,571.23
JOSEPH,CIPROFLOXACIN HCL,1,171.63
JOSEPH,DESMOPRESSIN ACETATE,1,1274.19
JOSEPH,DIAZEPAM,1,157.13
JOSEPH,DICYCLOMINE HCL,1,336.41
JOSEPH,DIGOX,1,608.97
JOSEPH,DILT-XR,1,376.68
JOSEPH,DILTIAZEM ER,1,185.69
JOSEPH,DIPHENOXYLATE-ATROPINE,1,154.68
JOSEPH,DIVALPROEX SODIUM,1,487.17
JOSEPH,DONEPEZIL HCL,1,943.61
JOSEPH,ESTRADIOL,2,183.76999999999998
JOSEPH,FAMOTIDINE,1,101.65
JOSEPH,FENOFIBRIC ACID,1,464.16
JOSEPH,FENTANYL,1,3997.16
JOSEPH,FLUOXETINE HCL,1,154.67
JOSEPH,GLIMEPIRIDE,1,119.77
JOSEPH,GLIPIZIDE ER,1,523.37
JOSEPH,GLIPIZIDE XL,1,89.64
JOSEPH,GUANFACINE HCL,1,55.22
JOSEPH,HALOPERIDOL,1,1111.8
JOSEPH,HYDROMORPHONE HCL,1,2995.15
JOSEPH,IBUPROFEN,1,372.43
JOSEPH,INSULIN SYRINGE,1,234.62
JOSEPH,ISOSORBIDE MONONITRATE ER,1,300.36
JOSEPH,KLOR-CON M20,1,418.95
JOSEPH,LAMOTRIGINE,1,191.61
JOSEPH,LETROZOLE,1,3107.39
JOSEPH,LEVETIRACETAM,1,341.56
JOSEPH,LIDOCAINE HCL,1,216.48
JOSEPH,MEMANTINE HCL,1,442.22
JOSEPH,METHADONE HCL,1,157.32
JOSEPH,METHOCARBAMOL,1,141.59
JOSEPH,METOCLOPRAMIDE HCL,1,206.23
JOSEPH,METOLAZONE,1,1483.96
JOSEPH,MIRTAZAPINE,1,303.13
JOSEPH,MOMETASONE FUROATE,1,426.03
JOSEPH,MORPHINE SULFATE ER,1,3750.48
JOSEPH,NAPROXEN,1,138.64
JOSEPH,NASONEX,1,2809.86
JOSEPH,NEXIUM,1,13308.48
JOSEPH,NUEDEXTA,1,8659.19
JOSEPH,NYSTATIN,1,295.21
JOSEPH,ONDANSETRON HCL,1,812.71
JOSEPH,OXYCODONE-ACETAMINOPHEN,1,1372.11
JOSEPH,OXYCONTIN,1,16672.37
JOSEPH,PAROXETINE HCL,1,258.17
JOSEPH,POLYETHYLENE GLYCOL 3350,1,191.26
JOSEPH,PRISTIQ ER,1,6045.38
JOSEPH,PROBENECID,1,166.87
JOSEPH,QUETIAPINE FUMARATE,1,914.8
JOSEPH,RALOXIFENE HCL,2,4499.18
JOSEPH,RISPERIDONE,1,54.87
JOSEPH,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,107.61
JOSEPH,TELMISARTAN-HYDROCHLOROTHIAZID,1,2098.75
JOSEPH,TEMAZEPAM,1,293.0
JOSEPH,TIMOLOL MALEATE,1,108.71
JOSEPH,TIZANIDINE HCL,1,1014.48
JOSEPH,TOLTERODINE TARTRATE ER,1,5110.18
JOSEPH,TOPIRAMATE,1,87.76
JOSEPH,TORSEMIDE,1,472.17
JOSEPH,TOVIAZ,1,2566.84
JOSEPH,TRADJENTA,1,13332.05
JOSEPH,VERAPAMIL HCL,1,73.95
JOSEPH,WELLBUTRIN XL,1,14560.74
JOSEPH,XARELTO,1,5480.29
JOSEPH,ZIPRASIDONE HCL,1,875.6
ALDARA,1,9327.98
VITAMEDMD PLUS RX,1,1415.54
PHILIP,ACYCLOVIR,1,563.51
PHILIP,ALPRAZOLAM,1,710.84
PHILIP,AMLODIPINE BESYLATE,1,44.74
PHILIP,APRISO,1,19910.59
PHILIP,ASACOL HD,1,19901.61
PHILIP,AZATHIOPRINE,1,1179.26
PHILIP,BUDESONIDE EC,1,22593.38
PHILIP,CARAFATE,1,4978.83
PHILIP,CELECOXIB,1,3197.82
PHILIP,CIMZIA,1,38573.86
PHILIP,CIPROFLOXACIN HCL,1,1087.84
PHILIP,COLESTIPOL HCL,1,17783.57
PHILIP,CREON,1,26950.7
PHILIP,CROMOLYN SODIUM,1,90783.58
PHILIP,DIAZEPAM,1,93.96
PHILIP,DIPENTUM,1,56762.98
PHILIP,DRONABINOL,1,10707.98
PHILIP,E.E.S. 200,1,9325.7
PHILIP,ERYPED 200,1,18850.79
PHILIP,ESOMEPRAZOLE MAGNESIUM,1,7658.05
PHILIP,ESTRADIOL,1,720.0
PHILIP,FENTANYL,1,2024.24
PHILIP,HUMIRA,1,91181.16
PHILIP,HUMIRA PEN,1,193519.2
PHILIP,HYDROCODONE-ACETAMINOPHEN,1,1209.88
PHILIP,HYDROMORPHONE HCL,1,208.0
PHILIP,HYDROXYZINE HCL,1,418.04
PHILIP,IMIPRAMINE HCL,1,110.64
PHILIP,LIALDA,1,23134.33
PHILIP,LINZESS,1,7910.93
PHILIP,LORAZEPAM,1,167.33
PHILIP,MERCAPTOPURINE,1,5689.96
PHILIP,METRONIDAZOLE,1,2929.2
PHILIP,MIRTAZAPINE,1,275.68
PHILIP,MISOPROSTOL,1,467.31
PHILIP,NEXIUM,1,21574.03
PHILIP,NITROFURANTOIN MONO-MACRO,1,760.87
PHILIP,NORTRIPTYLINE HCL,1,380.9
PHILIP,NYSTATIN,1,271.8
PHILIP,OCTREOTIDE ACETATE,1,4572.69
PHILIP,OMEPRAZOLE,1,1386.5
PHILIP,ONDANSETRON HCL,1,496.99
PHILIP,ONDANSETRON ODT,1,2376.8
PHILIP,OXYCODONE HCL,1,743.24
